,base,pair,hashed_conver,hashed_ip,country,diff_pre_ar,diff_pre_es,delta,accumulated_ar,accumulated_es,token_count_ar,token_count_es,prefixes,full_sentence_debug,model,timestamp,binary_delta,token_count_diff,corpus_count_ar,corpus_count_es,corpus_count,model_id,q_param,created_at,it
46,Que version,"('sos', 'eres')",e6c001bb2e4e3de4da023c7b911143e1,8791e766fa1832674c8de01e9a5ce3af86111cf6e6dca1b5e179910dcea0e8a0,Spain,-3.375,-3.875,0.5,"(-12.3125, -8.9375)","(-12.5625, -8.6875)",1,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\nQue version eres,Qwen/Qwen3-0.6B,2026-06-01T00:26:59.988667,True,-1,4,163,167,Qwen/Qwen3-0.6B,0.75,202507,True
47,Buenas,"('sos', 'eres')",5246ac1ff13703337829c7905df08bb0,d11711ebd693ed97bad4160d8e088803943ba92052ddf905b99f4503d0438198,Spain,1.6875,2.3125,-0.625,"(-8.875, -10.5625)","(-8.5, -10.8125)",1,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\nBuenas eres,Qwen/Qwen3-0.6B,2026-06-01T00:27:00.433047,False,-1,4,163,167,Qwen/Qwen3-0.6B,0.75,202507,True
48,"Hola,","('tenes', 'tienes')",3b50c411348d8371581fbfb13d470906,1d1fd8abf8b30bc4e2c9fef1ebece9826251a51a73fc269fba520171520b47c0,Spain,-5.25,-4.6875,-0.5625,"(-14.5, -9.25)","(-13.9375, -9.25)",2,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')","<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\nHola, tienes",Qwen/Qwen3-0.6B,2026-06-01T00:27:00.854548,False,1,1,115,116,Qwen/Qwen3-0.6B,0.75,202507,True
49,"Hola, si te envío una espirometría forzada","('podes', 'puedes')",7d0ce0069be60254110768758d488ea3,1306536b13ec8b3f52f6a77f2816de6a3b82554e4fd14dfaf32d4f2d69410a04,Spain,-5.6875,-5.1875,-0.5,"(-15.0, -9.3125)","(-14.375, -9.1875)",2,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')","<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\nHola, si te envío una espirometría forzada puedes",Qwen/Qwen3-0.6B,2026-06-01T00:27:01.280292,False,1,5,281,286,Qwen/Qwen3-0.6B,0.75,202507,True
50,,"('conocés', 'conoces')",c8b710ab045b600fc0d6a438f173d5de,039f81b5d4b33e3f4b03db38570ad93f32a22b5cbbb2d0c1274f3044c6f6be09,Spain,-7.125,-6.875,-0.25,"(-25.125, -18.0)","(-25.5, -18.625)",2,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\n conoces,Qwen/Qwen3-0.6B,2026-06-01T00:27:01.838872,False,0,0,15,15,Qwen/Qwen3-0.6B,0.75,202507,True
51,Que me,"('podes', 'puedes')",fc2acd934aad127759608bfc50d1f0c2,e3cbaab96d6de95ece68222aafd93e7ab1b446e26376c64dd1fccac9c6e7e466,Spain,-1.4375,-1.625,0.1875,"(-6.125, -4.6875)","(-5.90625, -4.28125)",2,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\nQue me puedes,Qwen/Qwen3-0.6B,2026-06-01T00:27:02.265156,True,1,5,281,286,Qwen/Qwen3-0.6B,0.75,202507,True
52,que version gpt,"('sos', 'eres')",98e663468c45782a1d50ad30b4e822eb,4a30a31cf6b21f093b408728a205ad0a6a56d8d73c770df03a5343b7c131f7f5,Spain,-1.25,-2.0,0.75,"(-12.5625, -11.3125)","(-12.6875, -10.6875)",1,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\nque version gpt eres,Qwen/Qwen3-0.6B,2026-06-01T00:27:02.700173,True,-1,4,163,167,Qwen/Qwen3-0.6B,0.75,202507,True
53,Soy vigilante de seguridad.,"('Escribime', 'Escríbeme')",45f526ce6a041267ad223a2ef5766c91,bd581a6da16fd53fd96f2fafbeab3f53f443c5e307b48fad8774b8f6781e29db,Spain,-1.8125,-2.1875,0.375,"(-17.375, -15.5625)","(-17.25, -15.0625)",4,4,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\nSoy vigilante de seguridad. Escríbeme,Qwen/Qwen3-0.6B,2026-06-01T00:27:03.781321,True,0,0,41,41,Qwen/Qwen3-0.6B,0.75,202507,True
54,,"('traduci', 'traduce')",893f81f4497b3f967c97e515502c3fb2,1d697c8c2c6e9456f702485e59a8a2d58e40483ecbc1387ae3769b58de05c850,Spain,-5.5,-5.5,0.0,"(-22.75, -17.25)","(-23.875, -18.375)",2,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\n traduce,Qwen/Qwen3-0.6B,2026-06-01T00:27:04.397984,False,0,0,26,26,Qwen/Qwen3-0.6B,0.75,202507,True
55,,"('Diseñame', 'Diséñame')",8c675fc50a6122712ea866003eb01920,443350875af2df3c8ec85fad7ac33766e2600214384baa3dfdb2dcb0f8d48ce3,Spain,9.75,10.75,-1.0,"(-24.5, -34.25)","(-25.25, -36.0)",3,4,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\n Diséñame,Qwen/Qwen3-0.6B,2026-06-01T00:27:05.482099,False,-1,3,4,7,Qwen/Qwen3-0.6B,0.75,202507,True
56,mejorar redaccion:,"('Les', 'Os')",6e3b5c4220dd3d369987c686a994d1ea,9376f34d8665e78123f0e05c0a0e1b4e03cf82d26b5f9653e439b25b0079e2b1,Spain,1.8125,1.75,0.0625,"(-8.5, -10.3125)","(-8.5, -10.25)",1,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\nmejorar redaccion: Os,Qwen/Qwen3-0.6B,2026-06-01T00:27:05.822205,True,0,136,22,158,Qwen/Qwen3-0.6B,0.75,202507,True
57,"Dado un párrafo de texto en inglés, primero","('analizá', 'analiza')",5f85dbefa82a91531f963de1bbd77343,83d837aae665f4e1128782db8e7a508f0352b5659a9e9926bdf64fe329575936,Spain,-9.46875,-9.1875,-0.28125,"(-14.9375, -5.46875)","(-14.5, -5.3125)",3,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')","<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\nDado un párrafo de texto en inglés, primero analiza",Qwen/Qwen3-0.6B,2026-06-01T00:27:06.687366,False,1,0,32,32,Qwen/Qwen3-0.6B,0.75,202507,True
58,"dame un dato historico curioso importante en un parrafo de 8 frases,","('escribilo', 'escribelo')",8a490117c97d00996108c3854dd15fe3,9e72aae2e9bb88b53cc2a7d893409f2a2c3817647c858b02bf56bd80c6d65eda,Spain,1.6875,1.375,0.3125,"(-10.6875, -12.375)","(-10.75, -12.125)",3,3,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')","<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\ndame un dato historico curioso importante en un parrafo de 8 frases, escribelo",Qwen/Qwen3-0.6B,2026-06-01T00:27:07.668565,True,0,0,4,4,Qwen/Qwen3-0.6B,0.75,202507,True
59,,"('Actuá', 'Actúa')",8e89497abf08f7639c2ce04407986c3e,d919ff346049097423107333e9d130997c2c7317d10af6e0a76cadc806698a37,Spain,-3.125,-2.625,-0.5,"(-26.375, -23.25)","(-26.875, -24.25)",3,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\n Actúa,Qwen/Qwen3-0.6B,2026-06-01T00:27:08.507464,False,1,0,37,37,Qwen/Qwen3-0.6B,0.75,202507,True
60,"hola,","('podés', 'puedes')",b4e2f048efba04851b207b1939477b3b,381487959bb6dc781ad844b30f4a2d0b3b1543a2062e92c8f8b61eb41db91ed4,Spain,-5.875,-5.5625,-0.3125,"(-15.5, -9.625)","(-15.125, -9.5625)",2,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')","<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\nhola, puedes",Qwen/Qwen3-0.6B,2026-06-01T00:27:09.074374,False,1,0,281,281,Qwen/Qwen3-0.6B,0.75,202507,True
61,Yo sé que,"('sos', 'eres')",bd081afebfecf990ee9fed07cfc94530,9a8c714189e84370e85fb21ba3000087815d4d3f602e5fd4ad79cc7ab0d3a097,Spain,-2.75,-2.59375,-0.15625,"(-8.4375, -5.6875)","(-8.1875, -5.59375)",1,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\nYo sé que eres,Qwen/Qwen3-0.6B,2026-06-01T00:27:09.586509,False,-1,4,163,167,Qwen/Qwen3-0.6B,0.75,202507,True
62,Hola,"('escribime', 'escríbeme')",05224b595d2a94afe009b7ebf0824523,7c265505c628e296f83f612e18edea6d40ac9500bfda2aecf6c18dc797226544,Spain,-1.375,-1.125,-0.25,"(-20.75, -19.375)","(-20.375, -19.25)",3,4,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\nHola escríbeme,Qwen/Qwen3-0.6B,2026-06-01T00:27:10.545533,False,-1,0,41,41,Qwen/Qwen3-0.6B,0.75,202507,True
63,Hola,"('decime', 'dime')",8abd7fdde1ecc2343061ab1c83ffe259,a3bfdc26f14f420954ac71db0ebff4fd419d05fd43c3de2a671190fd62f24440,Spain,-10.75,-10.375,-0.375,"(-22.0, -11.25)","(-21.5, -11.125)",2,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\nHola dime,Qwen/Qwen3-0.6B,2026-06-01T00:27:11.006914,False,1,0,83,83,Qwen/Qwen3-0.6B,0.75,202507,True
64,,"('TRADUCI', 'TRADUCE')",f2700832b188dbe3ecd887fe2a040000,02cd49eede59744705e042f48b2bcc5addfa5e2a7475f27cb625c046ab31cfef,Spain,-1.0,-1.25,0.25,"(-33.25, -32.25)","(-33.5, -32.25)",4,3,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\n TRADUCE,Qwen/Qwen3-0.6B,2026-06-01T00:27:11.952878,True,1,0,26,26,Qwen/Qwen3-0.6B,0.75,202507,True
65,,"('Describi', 'Describe')",b26a4737b2a6f5a642b2539d34a73377,f6913b7cf4f379b1a0c055f851a24fa32222eff7ba7998d2933020c7ebf8dbe7,Spain,-5.1875,-6.625,1.4375,"(-16.875, -11.6875)","(-19.0, -12.375)",3,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\n Describe,Qwen/Qwen3-0.6B,2026-06-01T00:27:12.539245,True,2,0,38,38,Qwen/Qwen3-0.6B,0.75,202507,True
66,,"('creame', 'créame')",41c4c28e5ea6aa64a83e56d162c79f8d,f83a59f9894899d143c56e2dc4f7fc73aa2e257a336a326a37dc24fded4f2e08,Spain,-1.5,0.25,-1.75,"(-26.25, -24.75)","(-27.75, -28.0)",2,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\n créame,Qwen/Qwen3-0.6B,2026-06-01T00:27:13.109174,False,0,17,7,24,Qwen/Qwen3-0.6B,0.75,202507,True
67,,"('Mostrame', 'Muéstrame')",2ba6172447fa8f1c64b5c94670a07104,74e6cc19665567295f57b83be0f96b117f147e218ed3f178c93fb0a4a4fa401b,Spain,3.125,3.25,-0.125,"(-22.5, -25.625)","(-24.0, -27.25)",3,4,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\n Muéstrame,Qwen/Qwen3-0.6B,2026-06-01T00:27:14.068121,False,-1,0,7,7,Qwen/Qwen3-0.6B,0.75,202507,True
68,,"('Considerá', 'Considera')",7f378d6d348803d1d9c6b1bb4b25c8a7,e2a310cf14bccade00c755119ecb681aa5f5f071b8eaf0ea272fcfc2099e083e,Argentina,-3.375,-3.875,0.5,"(-26.75, -23.375)","(-27.75, -23.875)",2,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\n Considera,Qwen/Qwen3-0.6B,2026-06-01T00:27:14.657499,True,0,0,35,35,Qwen/Qwen3-0.6B,0.75,202507,True
69,,"('Ponete', 'Ponte')",3f5180f20601ebea2e60b143e16f0c57,503c3ec8c865f5651d7e24a9bb63280361deee2f76e3bec52a0b754f4a0faf47,Argentina,-7.625,-7.5,-0.125,"(-25.125, -17.5)","(-25.875, -18.375)",2,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\n Ponte,Qwen/Qwen3-0.6B,2026-06-01T00:27:15.669086,False,0,0,2,2,Qwen/Qwen3-0.6B,0.75,202507,True
70,,"('Compone', 'Compon')",a0fb5ee9c7523ed3b997b0952b9b24db,cd9279129708ed5df559d9d034c59461cee8136412623503a5e390854631fb80,Argentina,3.5,3.375,0.125,"(-22.0, -25.5)","(-22.5, -25.875)",2,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\n Compon,Qwen/Qwen3-0.6B,2026-06-01T00:27:16.247944,True,0,14,0,14,Qwen/Qwen3-0.6B,0.75,202507,True
71,hola me,"('podes', 'puedes')",adb4f454cb0e100faa98de42064195fc,f2db7da512a9cb8dac87407858e2e193d3ce2c316b8bbcda0618e46bf24331a5,Argentina,-1.421875,-1.15625,-0.265625,"(-5.3125, -3.890625)","(-4.8125, -3.65625)",2,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\nhola me puedes,Qwen/Qwen3-0.6B,2026-06-01T00:27:16.687995,False,1,5,281,286,Qwen/Qwen3-0.6B,0.75,202507,True
72,,"('actuá', 'actúa')",7522d06812810b6a2623ead8647c15f9,ec713e3fa8832a0368c84bce558c592fc028188abac89b20be1b711f9b6e871a,Argentina,-0.75,-1.5,0.75,"(-26.0, -25.25)","(-26.5, -25.0)",2,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\n actúa,Qwen/Qwen3-0.6B,2026-06-01T00:27:17.271271,True,0,0,37,37,Qwen/Qwen3-0.6B,0.75,202507,True
73,En lista lo que,"('vos', 'tú')",c7ccc3e47cffe97eb28a62d7242a56ba,7178958e2e7b9cc22e754a780a9b1b3de3172fd5731fd15b59f33e1379e19873,Argentina,-3.0625,-2.90625,-0.15625,"(-10.125, -7.0625)","(-10.125, -7.21875)",1,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\nEn lista lo que tú,Qwen/Qwen3-0.6B,2026-06-01T00:27:17.571120,False,0,10,169,179,Qwen/Qwen3-0.6B,0.75,202507,True
74,"Hola,","('explicame', 'explícame')",05cd045bdc4d3bb97b081ab2527772dd,197f5abc8b4e62414f8ab6aa481aadf733bb61d6fc570fa01ba4bdb0c9cabf6c,Argentina,-0.75,-1.25,0.5,"(-17.25, -16.5)","(-17.5, -16.25)",2,3,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')","<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\nHola, explícame",Qwen/Qwen3-0.6B,2026-06-01T00:27:18.280412,True,-1,15,8,23,Qwen/Qwen3-0.6B,0.75,202507,True
75,,"('ayudame', 'ayúdame')",00e1b9e7b66ec3a10fc4174d0d6d43d7,1c22d3040570730c5baafcf6c5c88b705a18049bf7543e5d18d167702fc8b639,Argentina,2.8125,2.75,0.0625,"(-15.9375, -18.75)","(-16.75, -19.5)",2,4,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\n ayúdame,Qwen/Qwen3-0.6B,2026-06-01T00:27:19.102330,True,-2,28,11,39,Qwen/Qwen3-0.6B,0.75,202507,True
76,me,"('podes', 'puedes')",b66836c75b37c17c34f59407a24635a1,6883a3a4b9d182147343d03362af6e0abc0c63897fa42f9ba89c825024014578,Argentina,-1.53125,-0.84375,-0.6875,"(-8.125, -6.59375)","(-7.15625, -6.3125)",2,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\nme puedes,Qwen/Qwen3-0.6B,2026-06-01T00:27:19.637543,False,1,5,281,286,Qwen/Qwen3-0.6B,0.75,202507,True
77,que version de GPT,"('sos', 'eres')",50e213099b7d5b44a7cb74ef3b9f225c,86279eceb0f0c32324ec5156dc65f083723f4de579a220c8c416a13145c1048d,Argentina,-4.375,-4.0625,-0.3125,"(-13.3125, -8.9375)","(-13.4375, -9.375)",1,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\nque version de GPT eres,Qwen/Qwen3-0.6B,2026-06-01T00:27:20.103543,False,-1,4,163,167,Qwen/Qwen3-0.6B,0.75,202507,True
78,"Remind me again, this makes how many times Sanji runs off to save Zoro?","('Traduci', 'Traduce')",15cc0201d0335b8d5531357fe942bf2a,0bee208d62c49ce98d975c984b2f25bb434cb26cc108ce67736d4b1ca86272c5,Argentina,-3.625,-4.0,0.375,"(-20.5, -16.875)","(-20.0, -16.0)",2,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')","<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\nRemind me again, this makes how many times Sanji runs off to save Zoro? Traduce",Qwen/Qwen3-0.6B,2026-06-01T00:27:20.770813,True,0,0,26,26,Qwen/Qwen3-0.6B,0.75,202507,True
79,"Estoy escribiendo una nota sobre la experiencia de cocineros o pasantes en cocinas con estrellas michelin y relacionandolo con. la sere “the bear”, por favor","('sugeri', 'sugiere')",bc9a36b82665e4f063c910a8fe3bd032,91f2b870744596afaf52b204ed7e9df4c63c6ee89863fcafe21785870ef22308,Argentina,-5.125,-5.09375,-0.03125,"(-12.0, -6.875)","(-12.0, -6.90625)",2,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')","<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\nEstoy escribiendo una nota sobre la experiencia de cocineros o pasantes en cocinas con estrellas michelin y relacionandolo con. la sere “the bear”, por favor sugiere",Qwen/Qwen3-0.6B,2026-06-01T00:27:21.499433,False,0,1,26,27,Qwen/Qwen3-0.6B,0.75,202507,True
80,chatgpt,"('haceme', 'hazme')",7d7bc625814e2141e7007f846738fc82,786967ed184d917c898a0a3ee6b8da4643edf4039eef12e7a41f512ba110d7d8,Argentina,-4.5,-3.625,-0.875,"(-22.5, -18.0)","(-22.25, -18.625)",2,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\nchatgpt hazme,Qwen/Qwen3-0.6B,2026-06-01T00:27:22.199147,False,0,3,76,79,Qwen/Qwen3-0.6B,0.75,202507,True
81,,"('escribime', 'escribeme')",5994de559130d222922d38b6e52d67d8,1a428bf5ff6ce1927d14ff92ebff264cc8c41469e16e2ea76d288ad666d6d4a1,Argentina,-6.375,-6.875,0.5,"(-27.0, -20.625)","(-27.25, -20.375)",3,3,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\n escribeme,Qwen/Qwen3-0.6B,2026-06-01T00:27:23.187222,True,0,0,6,6,Qwen/Qwen3-0.6B,0.75,202507,True
82,"estoy haciendo mi pagina de estudio juridico, pero no se si debo hablar en plular o singular ya que soy el unico, pero quizas genera algo hanlar en plural que","('decis', 'dices')",d30856bc7fab47ad4e174b7343754afb,356600cd45ea5e9dfe836490f7237d8319d6a6b4c2f479c6ba43d160496133a4,Argentina,-1.875,-2.1875,0.3125,"(-14.1875, -12.3125)","(-14.125, -11.9375)",1,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')","<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\nestoy haciendo mi pagina de estudio juridico, pero no se si debo hablar en plular o singular ya que soy el unico, pero quizas genera algo hanlar en plural que dices",Qwen/Qwen3-0.6B,2026-06-01T00:27:23.723647,True,-1,0,8,8,Qwen/Qwen3-0.6B,0.75,202507,True
83,hola,"('podes', 'puedes')",8c6c87a8e3dfc8948a85e9b916f2e50c,bf73b1f2945a3ef6bfd07f23837f22d06f4aec7c9b44d7f25923c464fac0e27a,Argentina,-4.1875,-3.5,-0.6875,"(-13.8125, -9.625)","(-13.0, -9.5)",2,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\nhola puedes,Qwen/Qwen3-0.6B,2026-06-01T00:27:24.288040,False,1,5,281,286,Qwen/Qwen3-0.6B,0.75,202507,True
84,,"('Definime', 'Defíneme')",a3d9f7f1d145be7b99d4f0a7c283cce8,3900e63539e3938d758fe11e55b50bd2b2a00104c1d6897b490fb1697ccee439,Argentina,10.25,10.25,0.0,"(-27.25, -37.5)","(-28.25, -38.5)",3,3,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\n Defíneme,Qwen/Qwen3-0.6B,2026-06-01T00:27:25.259139,False,0,0,1,1,Qwen/Qwen3-0.6B,0.75,202507,True
85,Investigame y,"('escribime', 'escríbeme')",5ced825399028fc1a5c9b40509defaea,cfaa5383ba2137924af3626db9248b3e08ea1bbb1b48b5463a2ebda2e1ab046d,Argentina,0.875,1.375,-0.5,"(-15.25, -16.125)","(-14.75, -16.125)",3,4,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\nInvestigame y escríbeme,Qwen/Qwen3-0.6B,2026-06-01T00:27:26.275155,False,-1,0,41,41,Qwen/Qwen3-0.6B,0.75,202507,True
86,vivo en,"('Buenos Aires', 'Madrid')",,,,3.125,-6.671875,9.796875,"(-4.375, -7.5)","(-10.0, -3.328125)",2,1,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\nvivo en Madrid,Qwen/Qwen3-1.7B,2026-06-01T00:28:48.805084,True,1,0,30,30,Qwen/Qwen3-1.7B,2.03,202507,True
87,,"('Creá', 'Crea')",34f1581760df304d539e2fe4653b40d3,58369722cd0bdf7fc027a67491ba65b74576df6994c36cfbc1978776e97fe587,Spain,-2.625,-3.5625,0.9375,"(-17.875, -15.25)","(-18.25, -14.6875)",2,2,"('User location: Argentina\nUser language: es-AR', 'User location: Spain\nUser language: es-ES')",<|im_start|>system\nUser location: Spain\nUser language: es-ES<|im_end|>\n<|im_start|>user\n Crea,Qwen/Qwen3-1.7B,2026-06-01T00:28:50.023513,True,0,0,135,135,Qwen/Qwen3-1.7B,2.03,202507,True
